Reference;Name;Category;Short description;Size;Color;Structure;Price/RUB;Images
SKE0005;"Вязаный костюм ""ELLY"" SKE0005";Костюмы вязаные;Вязаный костюм-двойка ELLY. Вязаный джемпер в рубчик с V-образным вырезом и заниженной линией плеч. Штаны с лампасами на кулиске. Джемпер можно носить задом наперед. Замеры джемпера: длина по спинке - 60 см, длина рукава - 54 см. Замеры штанов: длина по наружному шву - 100 см, по внутреннему шву - 74 см,  Высота посадки - 32 см.;42-46;темная пудра;хлопок, акрил;1725;https://niko-opt.com/12003-large_default/vyazanyj-kostyum-elly-ske0005.jpg,https://niko-opt.com/12004-large_default/vyazanyj-kostyum-elly-ske0005.jpg
SKE0006;"Вязаный костюм ""ELLY"" SKE0006";Костюмы вязаные;Черный вязаный костюм-двойка ELLY. Вязаный джемпер в рубчик с V-образным вырезом и заниженной линией плеч. Штаны с лампасами на кулиске. Джемпер можно носить задом наперед. Замеры джемпера: длина по спинке - 60 см, длина рукава - 54 см. Замеры штанов: длина по наружному шву - 100 см, по внутреннему шву - 74 см, Высота посадки - 32 см.;42-46;черный;хлопок, акрил;1725;https://niko-opt.com/12005-large_default/vyazanyj-kostyum-elly-ske0006.jpg,https://niko-opt.com/12006-large_default/vyazanyj-kostyum-elly-ske0006.jpg
SKK0001;"Вязаный костюм ""KESY"" SKK0001";Костюмы вязаные;Вязаный костюм-двойка цвета марсала. Свитер с V-образным вырезом и узорной вязкой впереди. Штаны с лампасами на кулиске. Замеры свитера: длина по спинке - 65 см, длина рукава - 58 см. Замеры штанов: длина по наружному шву - 100 см, по внутреннему шву - 74 см, высота посадки - 32 см.;42-46;марсала;хлопок, акрил;1800;https://niko-opt.com/12063-large_default/vyazanyj-kostyum-kesy-skk0001.jpg,https://niko-opt.com/12064-large_default/vyazanyj-kostyum-kesy-skk0001.jpg
SKK0003;"Вязаный костюм ""KESY"" SKK0003";Костюмы вязаные;Графитовый вязаный костюм-двойка. Свитер с V-образным вырезом и узорной вязкой впереди. Штаны с лампасами на кулиске. Замеры свитера: длина по спинке - 65 см, длина рукава - 58 см. Замеры штанов: длина по наружному шву - 100 см, по внутреннему шву - 74 см, высота посадки - 32 см.;42-46;графит;хлопок, акрил;1800;https://niko-opt.com/12065-large_default/vyazanyj-kostyum-kesy-skk0003.jpg,https://niko-opt.com/12066-large_default/vyazanyj-kostyum-kesy-skk0003.jpg
SKK0004;"Вязаный костюм ""KESY"" SKK0004";Костюмы вязаные;Вязаный костюм-двойка цвета светлая пудра. Свитер с V-образным вырезом и узорной вязкой впереди. Штаны с лампасами на кулиске. Замеры свитера: длина по спинке - 65 см, длина рукава - 58 см. Замеры штанов: длина по наружному шву - 100 см, по внутреннему шву - 74 см, высота посадки - 32 см.;42-46;cветлая пудра;хлопок, акрил;1800;https://niko-opt.com/12067-large_default/vyazanyj-kostyum-kesy-skk0004.jpg,https://niko-opt.com/12068-large_default/vyazanyj-kostyum-kesy-skk0004.jpg
SKK0005;"Вязаный костюм ""KESY"" SKK0005";Костюмы вязаные;Вязаный костюм-двойка цвета темная пудра. Свитер с V-образным вырезом и узорной вязкой впереди. Штаны с лампасами на кулиске. Замеры свитера: длина по спинке - 65 см, длина рукава - 58 см. Замеры штанов: длина по наружному шву - 100 см, по внутреннему шву - 74 см, высота посадки - 32 см.;42-46;темная пудра;хлопок, акрил;1800;https://niko-opt.com/12069-large_default/vyazanyj-kostyum-kesy-skk0005.jpg,https://niko-opt.com/12070-large_default/vyazanyj-kostyum-kesy-skk0005.jpg
SKK0006;"Вязаный костюм ""KESY"" SKK0006";Костюмы вязаные;Вязаный костюм-двойка в цвете джинс. Свитер с V-образным вырезом и узорной вязкой впереди. Штаны с лампасами на кулиске. Замеры свитера: длина по спинке - 65 см, длина рукава - 58 см. Замеры штанов: длина по наружному шву - 100 см, по внутреннему шву - 74 см, высота посадки - 32 см.;42-46;джинсовый синий;хлопок, акрил;1800;https://niko-opt.com/12071-large_default/vyazanyj-kostyum-kesy-skk0006.jpg,https://niko-opt.com/12072-large_default/vyazanyj-kostyum-kesy-skk0006.jpg
SKK0007;"Вязаный костюм ""KESY"" SKK0007";Костюмы вязаные;Светло-серый вязаный костюм-двойка. Свитер с V-образным вырезом и узорной вязкой впереди. Штаны с лампасами на кулиске. Замеры свитера: длина по спинке - 65 см, длина рукава - 58 см. Замеры штанов: длина по наружному шву - 100 см, по внутреннему шву - 74 см, высота посадки - 32 см.;42-46;светло-серый;хлопок, акрил;1800;https://niko-opt.com/12073-large_default/vyazanyj-kostyum-kesy-skk0007.jpg,https://niko-opt.com/12074-large_default/vyazanyj-kostyum-kesy-skk0007.jpg
SKL0002;"Вязаный костюм ""LIZA"" SKL0002";Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;темно-синий;хлопок, акрил;1578;https://niko-opt.com/12104-large_default/vyazanyj-kostyum-liza-skl0002.jpg,https://niko-opt.com/12105-large_default/vyazanyj-kostyum-liza-skl0002.jpg
SKL0003;"Вязаный костюм ""LIZA"" SKL0003";Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;капучино;хлопок, акрил;1578;https://niko-opt.com/12207-large_default/vyazanyj-kostyum-liza-skl0003.jpg,https://niko-opt.com/12208-large_default/vyazanyj-kostyum-liza-skl0003.jpg
SKL0004;"Вязаный костюм ""LIZA"" SKL0004";Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;джинсовый синий;хлопок, акрил;1578;https://niko-opt.com/6864-large_default/vyazanyj-kostyum-liza-skl0004.jpg,https://niko-opt.com/6865-large_default/vyazanyj-kostyum-liza-skl0004.jpg
SKL0005;"Вязаный костюм ""LIZA"" SKL0005";Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;графит;хлопок, акрил;1578;https://niko-opt.com/12106-large_default/vyazanyj-kostyum-liza-skl0005.jpg,https://niko-opt.com/12107-large_default/vyazanyj-kostyum-liza-skl0005.jpg
SKL0007;"Вязаный костюм ""LIZA"" SKL0007";Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;черный;хлопок, акрил;1578;https://niko-opt.com/12108-large_default/vyazanyj-kostyum-liza-skl0007.jpg,https://niko-opt.com/12109-large_default/vyazanyj-kostyum-liza-skl0007.jpg
SKL0008;"Вязаный костюм ""LIZA"" SKL0008";Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;светло-серый;хлопок, акрил;1578;https://niko-opt.com/12110-large_default/vyazanyj-kostyum-liza-skl0008.jpg,https://niko-opt.com/12111-large_default/vyazanyj-kostyum-liza-skl0008.jpg
SKL0009;"Вязаный костюм ""LIZA"" SKL0009";Костюмы вязаные;Замеры изделия- длина по спинке: 68-71 см- длина рукава: 63-66 см- длина брюк по внешнему шву: 100-103 см- длина брюк по внутреннему шву: 74-77 см;42-46;молоко;хлопок, акрил;1578;https://niko-opt.com/12112-large_default/vyazanyj-kostyum-liza-skl0009.jpg,https://niko-opt.com/12114-large_default/vyazanyj-kostyum-liza-skl0009.jpg,https://niko-opt.com/12113-large_default/vyazanyj-kostyum-liza-skl0009.jpg
SKN0004;"Вязаный костюм ""NIKA"" SKN0004";Костюмы вязаные;Длина по спинке - 61-64 см Высота горловины - 17 см Длина рукава - 64-67 см Длина брюк по внешнему шву - 100-103 см Длина брюк по внутреннему шву - 74-77 см;42-46;джинсовый синий;хлопок, акрил;1689;https://niko-opt.com/12135-large_default/vyazanyj-kostyum-nika-skn0004.jpg,https://niko-opt.com/12136-large_default/vyazanyj-kostyum-nika-skn0004.jpg
SKN0009;"Вязаный костюм ""NIKA"" SKN0009";Костюмы вязаные;Длина по спинке - 61-64 см Высота горловины - 17 см Длина рукава - 64-67 см Длина брюк по внешнему шву - 100-103 см Длина брюк по внутреннему шву - 74-77 см;42-46;молоко;хлопок, акрил;1689;https://niko-opt.com/12211-large_default/vyazanyj-kostyum-nika-skn0009.jpg,https://niko-opt.com/12212-large_default/vyazanyj-kostyum-nika-skn0009.jpg
SKN0011;"Вязаный костюм ""NIKA"" SKN0011";Костюмы вязаные;Длина по спинке - 61-64 см Высота горловины - 17 см Длина рукава - 64-67 см Длина брюк по внешнему шву - 100-103 см Длина брюк по внутреннему шву - 74-77 см;42-46;марсала;хлопок, акрил;1689;https://niko-opt.com/12139-large_default/vyazanyj-kostyum-nika-skn0011.jpg,https://niko-opt.com/12140-large_default/vyazanyj-kostyum-nika-skn0011.jpg
SKT0001;"Вязаный костюм ""TISSU"" SKT0001";Костюмы вязаные;Длина штанов: 104 см Длина по внутреннему шву: 75 см Длина кофты по спинке: 62-65 см Длина рукава: 62-65 см;42-46;капучино, марсала;хлопок, акрил;1689;https://niko-opt.com/7203-large_default/vyazanyj-kostyum-tissu-skt0001.jpg,https://niko-opt.com/7204-large_default/vyazanyj-kostyum-tissu-skt0001.jpg
SKT0002;"Вязаный костюм ""TISSU"" SKT0002";Костюмы вязаные;Длина штанов: 104 см, Длина по внутреннему шву: 75 см, Длина кофты по спинке: 62-65 см, Длина рукава: 62-65 см.;42-46;черный, голубой;хлопок, акрил;1689;https://niko-opt.com/7205-large_default/vyazanyj-kostyum-tissu-skt0002.jpg,https://niko-opt.com/7206-large_default/vyazanyj-kostyum-tissu-skt0002.jpg
SKT0003;"Вязаный костюм ""TISSU"" SKT0003";Костюмы вязаные;Длина штанов: 104 см, Длина по внутреннему шву: 75 см, Длина кофты по спинке: 62-65 см, Длина рукава: 62-65 см.;42-46;марсала, светло-серый;хлопок, акрил;1689;https://niko-opt.com/12091-large_default/vyazanyj-kostyum-tissu-skt0003.jpg,https://niko-opt.com/12092-large_default/vyazanyj-kostyum-tissu-skt0003.jpg
